Date,Input_01,Input_02,Input_03,Input_04,Output
15/08/2001,10.0646,1.5712,1.8505,11.759,57.1156
16/08/2001,9.69,1.5702,1.8593,11.8427,60.2432
17/08/2001,11.0776,1.5702,1.8635,11.5426,63.37
18/08/2001,17.1539,2.1582,1.8661,11.5048,72.1018
19/08/2001,16.4716,1.5686,1.8766,11.7829,78.7318
20/08/2001,15.8342,1.6467,1.8675,11.884,81.0916
21/08/2001,15.0125,1.5725,1.8744,11.9165,75.8109
22/08/2001,14.2947,1.5941,1.8474,11.7925,68.6955
23/08/2001,15.7419,1.5709,1.8354,10.7398,68.5774
24/08/2001,14.9985,1.5707,1.8689,10.96,54.6504
25/08/2001,14.8436,1.5699,1.9573,11.49,62.6998
26/08/2001,15.3809,1.5717,1.8306,11.5941,77.8163
27/08/2001,15.4807,1.5678,2.0221,10.8053,76.9888
28/08/2001,16.0782,1.5705,1.879,10.5175,67.6101
29/08/2001,15.5694,1.5691,1.8716,10.8242,62.5764
30/08/2001,15.2592,1.5721,1.8917,10.9654,67.4061
31/08/2001,15.2715,1.5694,1.8937,11.3105,72.2484
1/09/2001,15.8718,1.5678,1.8967,11.2015,72.7704
2/09/2001,15.0182,1.5705,1.8898,11.5121,74.0096
3/09/2001,15.075,1.5678,1.8938,11.7707,79.2657
4/09/2001,15.0734,1.5691,1.8899,10.9063,69.3512
5/09/2001,15.3455,1.5739,1.8705,11.1971,64.7839
6/09/2001,15.5566,1.5694,1.8692,11.0003,69.6217
7/09/2001,15.9471,1.57,1.8837,10.6139,70.6864
8/09/2001,15.3822,1.5679,1.8937,10.8852,70.6825
9/09/2001,15.49,1.5681,1.8871,10.723,72.0337
10/09/2001,15.2018,1.5832,1.8776,10.9587,71.3878
11/09/2001,15.3054,1.5683,1.8824,11.3397,67.3738
12/09/2001,14.4648,1.5693,1.8836,11.2238,63.6048
13/09/2001,15.0837,1.5686,1.8722,11.5415,70.8225
14/09/2001,16.4306,1.5704,1.9324,13.0667,64.1205
15/09/2001,15.2921,1.5698,1.905,11.5318,70.6562
16/09/2001,15.0795,1.5699,1.9027,11.1208,77.7216
17/09/2001,16.0161,1.5691,1.7981,12.012,56.3409
18/09/2001,13.4911,1.5701,1.8198,11.4834,59.9789
19/09/2001,12.5292,1.5708,1.797,11.3044,55.971
20/09/2001,13.9632,1.5719,1.7968,10.8487,54.3044
21/09/2001,14.4346,1.5697,1.8111,11.1089,64.4136
22/09/2001,14.6553,1.5695,1.797,10.7564,68.8007
23/09/2001,14.2201,1.5714,1.8085,11.0671,60.8356
24/09/2001,15.0263,1.5698,1.8017,10.402,61.3353
25/09/2001,14.5987,1.5697,1.7954,10.7461,59.2248
26/09/2001,14.9147,1.5865,1.7976,10.5385,57.0332
27/09/2001,15.3651,1.568,1.7993,10.4763,65.3609
28/09/2001,15.2334,1.5711,1.7967,11.2911,71.9299
29/09/2001,14.8206,1.5721,1.8677,11.1048,73.1201
30/09/2001,16.5296,1.5709,1.845,11.035,74.5265
1/10/2001,14.9433,1.569,1.832,10.9974,73.7402
2/10/2001,14.839,1.568,1.8335,10.4769,65.1228
3/10/2001,15.8037,1.5679,1.8282,10.6131,58.0202
4/10/2001,15.2374,1.6227,1.8158,10.6651,67.3358
5/10/2001,15.6217,1.5706,1.8244,10.7262,71.3018
6/10/2001,16.091,1.5715,1.8197,10.5174,68.9764
7/10/2001,16.7584,1.5728,1.9545,10.4475,71.3695
8/10/2001,18.3927,3.8387,1.8729,10.38,65.0643
9/10/2001,15.5297,1.6346,1.8294,10.6063,63.0909
10/10/2001,14.7369,1.627,1.83,10.6765,60.4467
11/10/2001,15.147,1.6109,1.8652,10.5308,62.9486
12/10/2001,15.9586,1.5711,1.8676,10.738,73.1592
13/10/2001,15.3442,1.5697,1.8963,10.5446,72.475
14/10/2001,15.6418,1.5705,1.891,10.5199,69.6345
15/10/2001,15.3023,1.5708,1.8979,10.3954,70.4488
16/10/2001,15.5347,1.661,1.9097,10.5409,63.7735
17/10/2001,14.4691,1.6206,1.871,10.8616,61.2062
18/10/2001,14.9248,1.571,1.8967,10.6498,65.9495
19/10/2001,14.953,1.5713,1.8966,10.7029,68.933
20/10/2001,15.7079,1.568,1.8986,10.76,71.2836
21/10/2001,14.9801,1.5708,1.8965,10.9699,72.1464
22/10/2001,15.4356,1.5706,1.9028,10.7517,71.0612
23/10/2001,17.1712,1.8405,1.8859,10.5196,63.6289
24/10/2001,17.2754,1.6174,1.8444,10.2807,57.779
25/10/2001,16.3351,1.6763,1.8604,10.2648,56.0665
26/10/2001,16.2476,1.5695,1.8876,10.2338,71.6709
27/10/2001,16.4199,1.8882,2.0479,9.7341,62.4919
28/10/2001,17.4001,2.5494,1.832,10.2229,59.2621
29/10/2001,17.0686,1.6199,1.83,10.444,59.4643
30/10/2001,15.635,1.6725,1.829,10.3798,57.253
31/10/2001,17.7712,1.6158,1.842,10.1266,55.7984
1/11/2001,20.2929,7.5801,1.8404,10.26,50.9208
2/11/2001,16.378,1.6222,1.8312,10.2562,57.3288
3/11/2001,12.1848,1.8627,2.16,10.2831,60.8655
4/11/2001,15.1956,1.5683,1.9159,10.4224,61.2562
5/11/2001,15.7306,1.5821,1.8983,10.2144,63.4698
6/11/2001,15.3023,1.6053,1.8688,10.6312,60.0437
7/11/2001,14.0033,1.57,1.8688,10.6217,56.9194
8/11/2001,15.5948,1.5698,1.9056,10.5946,54.7684
9/11/2001,12.6044,1.943,2.0618,10.7054,61.3146
10/11/2001,18.5676,2.0111,1.9965,10.2021,65.7663
11/11/2001,17.0633,1.5711,1.9914,10.4227,67.047
12/11/2001,16.7728,1.5963,1.9047,10.2588,66.3137
13/11/2001,15.7106,1.7058,1.8968,10.3414,60.1216
14/11/2001,16.2587,1.6734,1.9101,10.3437,57.3944
15/11/2001,16.0161,1.5712,1.9149,10.4631,62.2252
16/11/2001,15.5312,1.5676,1.9279,9.8828,60.8382
17/11/2001,15.7885,1.5711,1.8962,10.0308,61.651
18/11/2001,16.841,1.5683,1.9222,9.846,61.4587
19/11/2001,16.8985,1.684,1.9247,9.939,57.9245
20/11/2001,16.1505,1.6967,1.9035,9.8242,55.1102
21/11/2001,16.1124,1.6014,1.8982,9.6768,50.8634
22/11/2001,15.6886,1.5693,1.9002,9.7558,48.8726
23/11/2001,15.655,1.5729,1.8758,10.0203,56.452
24/11/2001,16.2718,1.5692,1.8629,10.2457,66.4467
25/11/2001,15.3304,1.5695,1.8644,10.6421,67.7124
26/11/2001,14.8802,1.5699,1.8522,10.6779,66.4063
27/11/2001,16.3818,2.8777,1.8453,10.1315,58.6022
28/11/2001,15.5035,1.6423,1.8306,10.2067,53.1334
29/11/2001,15.9107,1.5689,1.804,10.2876,57.1927
30/11/2001,15.261,1.5705,1.8312,10.2822,61.2747
1/12/2001,15.5521,1.5723,1.8294,10.359,63.7801
2/12/2001,15.3723,1.5702,1.8302,9.9973,63.7593
3/12/2001,15.0576,1.5687,1.8077,10.0442,63.0263
4/12/2001,14.3179,1.5682,1.8,10.491,60.3553
5/12/2001,15.0506,1.5711,1.8228,10.4183,55.487
6/12/2001,16.0998,1.5712,1.8312,10.0952,57.4452
7/12/2001,14.9088,1.5686,1.8283,10.2914,63.0293
8/12/2001,16.5983,1.5704,1.839,10.2617,63.3853
9/12/2001,16.5945,1.5687,1.8384,10.2446,60.2776
10/12/2001,17.2216,1.9543,1.8257,10.0255,60.4194
11/12/2001,15.5652,1.6639,1.8304,9.8232,54.1866
12/12/2001,15.8298,1.5702,1.8268,10.079,49.5332
13/12/2001,17.3274,1.5704,1.8319,10.3589,54.5401
14/12/2001,16.9087,2.0488,1.8301,10.3462,56.2197
15/12/2001,17.3535,1.5719,1.8472,10.1061,58.8386
16/12/2001,16.2103,1.5689,1.8188,10.2828,61.4686
17/12/2001,16.1368,1.5704,1.8105,10.3327,60.1274
18/12/2001,15.3651,1.6621,1.7976,10.5769,58.5218
19/12/2001,15.311,1.5707,1.7983,10.2137,54.0688
20/12/2001,15.3297,1.571,1.8092,10.4942,46.4478
21/12/2001,17.9558,1.7458,1.828,9.9859,47.0456
22/12/2001,16.4134,1.571,1.8228,10.2103,56.4888
23/12/2001,16.1892,1.5689,1.8079,10.2645,61.9467
24/12/2001,17.677,1.6049,1.7988,10.1417,63.0183
25/12/2001,16.0636,1.7266,1.7963,9.9633,53.6955
26/12/2001,15.6345,1.5977,1.7983,10.3143,52.9918
27/12/2001,16.0469,1.5678,1.7952,10.2202,58.9947
28/12/2001,16.1715,1.5677,1.7963,9.9883,60.632
29/12/2001,15.7367,1.5687,2.0446,10.4345,67.2034
30/12/2001,16.8621,1.5702,1.8321,10.3063,66.8525
31/12/2001,16.7433,1.5676,1.8198,10.2106,67.0422
1/01/2002,16.7592,1.5696,1.8181,10.1465,61.5482
2/01/2002,15.9144,1.5678,1.8299,10.3339,57.8227
3/01/2002,16.5121,1.568,1.804,10.4579,62.0999
4/01/2002,15.6338,1.5691,1.7958,10.222,65.2221
5/01/2002,18.1186,1.5725,1.8138,10.1649,66.4419
6/01/2002,19.4588,1.9293,1.8253,10.0608,60.6029
7/01/2002,18.1941,1.6008,1.8349,9.5248,57.9033
8/01/2002,19.0167,3.2512,1.8377,9.7353,55.1358
9/01/2002,20.4759,6.817,1.8357,10.0032,48.5098
10/01/2002,20.3964,4.5411,1.8291,10.1608,50.0457
11/01/2002,18.9107,2.1486,1.8435,10.3523,62.1369
12/01/2002,17.9321,2.3874,1.8183,10.126,69.1129
13/01/2002,17.2281,1.6252,1.7981,10.4804,71.2564
14/01/2002,18.1019,2.5396,1.7952,10.0862,68.9975
15/01/2002,17.435,2.7244,1.7971,10.4756,62.9952
16/01/2002,17.8176,3.3179,1.7966,10.0807,57.1578
17/01/2002,17.5222,1.8093,1.8069,10.0527,60.9369
18/01/2002,14.8382,1.6542,2.3116,10.446,66.984
19/01/2002,16.5152,1.5769,1.8909,10.5054,63.313
20/01/2002,17.4608,1.6181,1.8318,9.9896,62.6596
21/01/2002,17.3061,1.8017,1.8022,10.5176,64.9345
22/01/2002,16.8929,2.5088,1.7978,10.1826,61.5094
23/01/2002,15.8266,1.8274,1.7984,10.215,55.784
24/01/2002,16.9534,1.6294,1.7963,10.1452,61.0758
25/01/2002,16.1653,1.6835,1.8207,10.3112,64.0827
26/01/2002,19.2376,2.642,1.8626,10.078,62.9062
27/01/2002,18.5606,1.8603,1.8554,10.122,64.0648
28/01/2002,17.5505,1.7793,1.8229,10.2105,65.1346
29/01/2002,16.614,2.3004,1.7977,10.7487,64.5387
30/01/2002,16.6007,2.6783,1.7962,10.4938,59.8462
31/01/2002,17.4876,1.8986,1.796,10.6802,63.5386
1/02/2002,17.3058,1.8368,1.7954,10.4951,68.1004
2/02/2002,17.3026,1.8304,1.7961,10.7054,70.8908
3/02/2002,17.1701,1.8176,1.7963,10.7033,71.4519
4/02/2002,19.4433,2.896,1.8088,10.2888,66.0109
5/02/2002,17.2985,2.832,1.7983,10.1449,59.5009
6/02/2002,16.9712,3.2326,1.8017,10.0344,56.6722
7/02/2002,18.0174,2.5957,2.2709,10.3631,60.2182
8/02/2002,18.6956,1.9932,1.92,10.4819,55.9895
9/02/2002,18.0685,1.8629,1.8983,10.6815,60.3705
10/02/2002,16.5944,1.7262,1.8908,10.4183,67.2051
11/02/2002,16.184,1.807,1.8662,10.5305,66.0239
12/02/2002,17.2254,2.0403,1.8653,10.8754,63.455
13/02/2002,19.4583,3.5494,1.9025,10.4958,58.9972
14/02/2002,19.544,3.8728,1.9002,10.3968,56.1521
15/02/2002,16.8287,1.8776,1.8961,10.4964,61.2151
16/02/2002,16.5407,1.714,1.8934,10.614,64.462
17/02/2002,15.6785,1.7396,1.8347,11.5621,68.4888
18/02/2002,16.893,1.7859,1.8095,11.3316,74.1856
19/02/2002,17.5842,2.2675,1.796,10.4058,63.895
20/02/2002,16.3732,1.8875,1.7983,10.5486,58.8861
21/02/2002,18.3976,2.0539,1.7953,10.352,64.8665
22/02/2002,17.2635,1.8129,1.8232,10.434,70.0351
23/02/2002,17.0663,1.7416,1.7985,10.6839,69.7662
24/02/2002,16.7256,1.7926,1.7969,10.8952,76.7438
25/02/2002,15.7992,1.599,1.797,10.3296,67.4685
26/02/2002,15.1184,1.7075,1.7956,10.7331,61.7583
27/02/2002,15.4237,1.6216,1.7972,10.5815,57.0607
28/02/2002,16.388,1.7084,1.7972,10.392,63.8054
1/03/2002,16.8455,2.1511,2.0034,10.7559,70.0823
2/03/2002,13.4099,2.0963,2.0808,11.6151,74.0692
3/03/2002,14.6513,1.6456,1.8056,11.2647,77.6652
4/03/2002,16.9144,1.9577,1.8386,10.5823,72.2571
5/03/2002,15.2936,1.6993,1.8304,11.1607,71.959
6/03/2002,13.0021,1.9614,1.8297,10.9779,66.727
7/03/2002,18.0108,2.33,1.8306,10.6083,72.4299
8/03/2002,14.901,2.3042,1.8627,10.412,69.3615
9/03/2002,16.3398,2.8726,1.8632,10.5331,72.5528
10/03/2002,18.0252,2.7575,1.8544,10.679,76.343
11/03/2002,16.3072,1.7498,1.7968,11.0058,76.1944
12/03/2002,16.5236,1.8636,1.7976,10.9264,72.3474
13/03/2002,16.0933,1.6956,1.824,11.4962,67.8411
14/03/2002,16.0765,1.7086,1.8104,11.162,74.5756
15/03/2002,16.1044,1.6258,1.8202,11.0877,78.0572
16/03/2002,17.5619,1.6262,1.8271,10.7319,79.0042
17/03/2002,17.4949,1.7828,1.7959,10.4177,75.2891
18/03/2002,16.0477,1.8433,1.7967,10.628,75.0209
19/03/2002,16.8328,1.8605,1.7958,10.4116,68.53
20/03/2002,15.6499,1.724,1.7981,10.5751,63.132
21/03/2002,15.9979,1.7779,1.7985,11.112,70.5266
22/03/2002,16.3778,1.7065,1.7967,10.9787,76.7965
23/03/2002,16.1111,1.8009,1.8008,11.6771,82.3272
24/03/2002,16.3043,1.7747,1.797,12.2347,86.7343
25/03/2002,16.2543,1.5694,1.7974,11.0238,82.4003
26/03/2002,15.7061,1.6001,1.7982,10.7342,69.8607
27/03/2002,16.2237,1.5698,1.7967,10.715,63.6892
28/03/2002,16.6744,1.5707,1.7968,11.3609,70.5672
29/03/2002,15.3078,1.5785,1.7975,11.8349,78.3422
30/03/2002,16.4408,1.5829,1.7983,11.6848,79.9861
31/03/2002,15.1611,1.588,1.7955,12.3873,83.2546
1/04/2002,15.2777,1.585,1.8115,11.8646,83.87
2/04/2002,17.5824,4.4976,1.8215,11.0271,66.9968
3/04/2002,16.2169,1.5937,1.8244,10.6068,62.5153
4/04/2002,17.572,2.6219,1.8028,10.4881,61.9039
5/04/2002,17.3631,1.6627,1.7981,11.2664,61.748
6/04/2002,17.5743,1.5706,1.7981,10.9051,70.3562
7/04/2002,16.2341,1.9984,1.846,10.4648,71.3226
8/04/2002,18.1457,1.6286,1.8269,10.2792,67.3849
9/04/2002,17.0893,1.6187,1.7957,10.4451,63.9107
10/04/2002,16.1897,1.6099,1.8168,10.8624,61.6154
11/04/2002,16.2653,1.5709,1.7957,11.5919,73.7573
12/04/2002,16.8322,1.5689,1.7958,10.4596,72.2028
13/04/2002,17.1483,1.5693,1.7973,10.7887,74.2967
14/04/2002,16.5552,1.6111,1.7973,10.9803,75.9926
15/04/2002,15.7478,1.5678,1.7969,10.7102,74.5934
16/04/2002,15.8291,1.5936,1.7977,10.7214,66.9807
17/04/2002,15.5791,1.5687,1.7976,11.0914,64.4035
18/04/2002,15.8436,1.5693,1.8768,11.4218,72.9859
19/04/2002,16.6734,1.5702,1.9241,11.3561,76.8442
20/04/2002,16.5856,1.5818,1.8606,12.5122,86.7181
21/04/2002,15.5329,1.6191,2.4478,11.5211,81.3584
22/04/2002,16.254,1.5701,1.8498,11.2898,81.2335
23/04/2002,16.0137,1.5679,1.8426,11.3106,72.9242
24/04/2002,15.7836,1.57,1.8297,11.2618,69.2887
25/04/2002,15.8505,1.571,1.7971,11.1416,77.2395
26/04/2002,16.864,1.5742,2.046,10.8285,75.4472
27/04/2002,16.6481,1.569,2.0267,11.5804,77.772
28/04/2002,16.078,1.5677,1.8295,11.4367,80.4912
29/04/2002,17.5165,1.5678,1.8305,11.1623,79.0666
30/04/2002,17.0365,1.6416,1.8295,11.0272,70.3581
1/05/2002,17.1305,1.6583,1.8337,10.4886,64.1133
2/05/2002,16.5314,1.5683,1.8317,10.8466,69.021
3/05/2002,16.613,1.5705,1.8332,11.1067,76.2425
4/05/2002,16.6151,1.5709,1.8229,11.3043,82.9971
5/05/2002,16.5538,1.5704,1.82,11.2221,81.5898
6/05/2002,15.5734,1.571,1.8245,10.9835,79.0283
7/05/2002,14.5061,1.6308,2.7538,11.4007,72.3821
8/05/2002,15.4535,1.5713,1.8301,11.8143,68.8425
9/05/2002,15.8905,1.5796,1.8286,11.9222,76.2272
10/05/2002,15.7717,1.6697,1.8299,11.285,78.2178
11/05/2002,15.4744,1.6359,1.8298,11.0249,79.453
12/05/2002,15.5035,1.5899,1.8319,11.0649,81.0857
13/05/2002,15.835,1.5865,1.8289,11.2827,79.761
14/05/2002,15.2997,1.571,1.8291,11.1337,74.3375
